1342,10020,9770,9672,9874,10012,9767,9669,9868,10007,9756,9660,9861,10002,9751,9657,9853,9994,9736,9650,9840,
1363,10023,9772,9680,9876,10013,9765,9670,9870,10006,9757,9666,9862,10000,9753,9655,9854,9994,9746,9650,9843,
1384,10025,9772,9678,9875,10017,9765,9671,9869,10014,9758,9663,9857,10000,9754,9654,9852,9993,9742,9645,9841,
1405,10020,9777,9676,9876,10016,9766,9672,9866,10009,9762,9665,9865,9996,9755,9654,9855,9987,9740,9648,9845,
1426,10018,9776,9677,9874,10011,9766,9672,9869,10007,9761,9662,9860,9998,9754,9658,9850,9986,9741,9647,9844,
1447,10017,9772,9679,9874,10008,9766,9672,9872,10003,9758,9662,9861,9994,9749,9657,9853,9985,9743,9654,9842,
1468,10020,9772,9678,9880,10010,9767,9673,9866,10000,9757,9663,9863,9995,9753,9657,9854,9988,9743,9647,9847,
1489,10020,9774,9675,9878,10012,9765,9672,9870,10006,9759,9664,9862,9997,9753,9655,9851,9995,9740,9648,9843,
1510,10020,9771,9674,9875,10017,9766,9671,9870,10008,9758,9662,9859,9997,9753,9657,9851,9989,9741,9648,9838,
1531,10023,9769,9673,9875,10012,9760,9670,9869,10008,9752,9660,9863,9997,9752,9655,9856,9991,9739,9646,9845,
1553,10020,9769,9676,9873,10012,9763,9673,9871,10006,9760,9662,9862,9992,9751,9655,9851,9989,9737,9649,9844,
1573,10019,9774,9674,9875,10010,9768,9669,9867,10003,9757,9658,9861,9997,9749,9653,9849,9991,9741,9646,9839,
1595,10024,9770,9676,9878,10014,9761,9670,9863,10004,9760,9662,9863,9996,9747,9653,9851,9986,9740,9647,9847,
1615,10018,9771,9678,9876,10013,9766,9671,9870,10005,9758,9660,9864,10001,9754,9660,9855,9988,9740,9647,9840,
1637,10025,9773,9674,9876,10011,9763,9672,9869,10010,9759,9666,9865,10000,9754,9652,9856,9993,9743,9642,9846,
1657,10019,9773,9673,9878,10016,9761,9674,9870,10007,9757,9662,9862,9999,9754,9656,9852,9992,9740,9649,9847,
1679,10020,9772,9676,9878,10007,9765,9671,9867,10003,9759,9662,9858,10004,9752,9656,9851,9991,9741,9645,9842,
1699,10019,9769,9677,9875,10013,9762,9669,9870,10006,9757,9660,9867,9993,9751,9658,9854,9987,9739,9648,9847,
1721,10022,9775,9676,9878,10016,9765,9674,9871,10002,9757,9666,9862,9997,9751,9653,9852,9987,9744,9646,9845,
1742,10016,9774,9676,9878,10010,9764,9669,9868,10004,9755,9661,9863,9993,9753,9657,9861,9984,9743,9646,9840,
1763,10019,9770,9676,9879,10009,9763,9668,9869,10004,9760,9664,9861,9999,9749,9657,9850,9991,9741,9650,9838,
1784,10023,9772,9678,9877,10019,9761,9670,9869,10010,9756,9665,9865,9996,9747,9656,9850,9993,9738,9650,9844,
1805,10022,9773,9674,9875,10013,9763,9677,9866,10011,9759,9669,9863,9996,9752,9657,9852,9986,9742,9649,9846,
1826,10020,9773,9673,9877,10014,9763,9670,9872,10006,9760,9664,9859,10002,9758,9658,9854,9991,9743,9651,9844,
1847,10024,9770,9674,9876,10009,9760,9669,9867,10005,9759,9658,9861,9998,9752,9659,9854,9984,9742,9646,9837,
1868,10022,9772,9676,9872,10015,9765,9673,9866,10001,9757,9660,9860,9998,9755,9657,9858,9991,9741,9651,9845,
1889,10017,9777,9679,9878,10011,9761,9670,9869,10004,9761,9659,9861,10000,9750,9655,9853,9988,9737,9640,9843,
1910,10024,9776,9677,9878,10009,9764,9669,9870,10004,9755,9662,9862,9996,9750,9656,9852,9988,9741,9646,9845,
1932,10016,9769,9680,9876,10005,9761,9670,9866,10004,9758,9667,9857,9992,9751,9653,9855,9985,9739,9647,9843,
1952,10020,9768,9679,9877,10011,9760,9671,9865,10000,9757,9661,9860,10004,9751,9656,9857,9994,9743,9644,9849,
1974,10020,9768,9675,9876,10015,9763,9670,9865,10010,9757,9662,9858,9991,9752,9652,9852,9987,9746,9649,9845,
1994,10022,9775,9676,9878,10013,9763,9668,9870,10002,9757,9661,9862,9999,9754,9656,9855,9989,9744,9646,9847,
2016,10020,9771,9675,9877,10012,9763,9670,9869,10005,9759,9661,9861,9997,9752,9653,9850,9987,9743,9649,9844,
2036,10019,9771,9676,9877,10014,9763,9671,9869,10007,9759,9661,9862,9997,9754,9656,9850,9991,9741,9646,9844,
2058,10019,9772,9673,9876,10014,9765,9671,9868,10009,9761,9662,9865,9996,9752,9654,9856,9990,9741,9644,9845,
2078,10022,9773,9676,9876,10013,9767,9667,9871,10012,9762,9663,9864,10000,9749,9657,9851,9989,9742,9646,9842,
2100,10021,9769,9676,9875,10012,9761,9669,9870,10008,9756,9663,9862,9997,9751,9659,9854,9990,9741,9649,9845,
2120,10024,9770,9674,9877,10009,9762,9669,9869,10007,9756,9662,9866,9995,9751,9651,9853,9989,9740,9646,9846,
2142,10023,9769,9677,9881,10013,9760,9668,9869,10005,9755,9659,9865,9994,9749,9660,9852,9990,9739,9646,9848,
2163,10022,9770,9680,9878,10011,9760,9676,9871,10003,9759,9668,9865,9993,9750,9657,9852,9990,9742,9647,9849,
2184,10022,9771,9677,9881,10010,9767,9672,9872,10006,9758,9662,9862,10000,9752,9655,9854,9991,9741,9650,9843,
2205,10018,9770,9675,9876,10010,9763,9667,9868,10002,9759,9662,9864,9995,9749,9651,9853,9987,9739,9647,9847,
2226,10021,9774,9677,9882,10008,9763,9669,9866,10008,9758,9658,9862,9993,9749,9656,9853,9986,9743,9645,9844,
2247,10020,9773,9677,9876,10010,9764,9667,9867,10005,9757,9662,9863,9997,9750,9654,9854,9993,9741,9650,9848,
2268,10021,9770,9680,9881,10012,9759,9674,9872,10005,9758,9661,9862,10006,9749,9657,9853,9994,9741,9650,9840,
2289,10022,9768,9677,9874,10012,9760,9669,9870,10008,9755,9663,9862,9991,9756,9654,9854,9988,9740,9648,9849,
2310,10018,9777,9675,9877,10010,9761,9671,9866,10003,9756,9665,9862,10008,9756,9659,9855,9994,9742,9649,9846,
2331,10020,9771,9681,9876,10014,9767,9672,9867,10007,9764,9661,9866,9998,9754,9661,9855,9987,9739,9649,9843,
2353,10020,9774,9678,9883,10016,9763,9670,9866,10010,9762,9666,9861,9998,9753,9657,9856,9991,9738,9650,9846,
2373,10020,9769,9678,9875,10012,9760,9673,9868,10006,9756,9664,9865,9999,9756,9653,9853,9986,9744,9645,9846,
2395,10017,9770,9679,9877,10011,9765,9672,9867,10005,9763,9667,9865,9999,9754,9657,9855,9990,9740,9649,9842,
2415,10017,9775,9679,9878,10011,9762,9667,9868,10009,9760,9662,9862,9999,9753,9661,9851,9989,9738,9647,9844,
2437,10024,9771,9680,9876,10013,9766,9671,9867,10009,9758,9665,9864,9993,9752,9656,9853,9987,9742,9646,9843,
2457,10020,9771,9677,9881,10008,9762,9667,9866,10003,9758,9661,9863,10007,9751,9659,9856,9995,9737,9647,9844,
2479,10017,9770,9677,9876,10016,9764,9670,9872,10011,9759,9668,9861,9996,9754,9656,9852,9993,9745,9647,9844,
2499,10018,9770,9679,9877,10006,9761,9672,9863,10006,9758,9664,9863,9994,9753,9658,9858,9986,9739,9648,9841,
2521,10018,9769,9679,9878,10007,9762,9669,9862,10001,9757,9659,9862,9998,9753,9655,9851,9989,9740,9646,9841,
2541,10020,9772,9679,9878,10010,9766,9674,9868,10009,9755,9663,9863,10001,9752,9664,9858,9991,9740,9649,9846,
2563,10018,9767,9677,9877,10010,9762,9671,9867,10007,9756,9667,9863,9998,9749,9650,9854,9995,9741,9646,9844,
2584,10021,9777,9677,9878,10014,9765,9672,9870,10010,9762,9665,9862,9998,9749,9661,9853,9989,9741,9651,9846,
2605,10023,9771,9680,9877,10014,9764,9675,9870,10007,9759,9665,9865,9997,9751,9658,9851,9993,9739,9651,9841,
2626,10021,9770,9680,9877,10009,9761,9675,9866,10009,9757,9667,9865,9994,9749,9657,9851,9988,9736,9649,9843,
2647,10019,9764,9677,9876,10008,9763,9677,9870,10002,9756,9668,9863,10001,9752,9657,9850,9989,9743,9647,9844,
2668,10020,9772,9677,9876,10011,9767,9670,9865,10010,9760,9663,9866,9998,9751,9659,9856,9989,9740,9646,9846,
2689,10018,9771,9677,9877,10009,9762,9671,9868,10003,9756,9665,9864,9999,9752,9659,9855,9991,9741,9650,9845,
2710,10024,9771,9675,9881,10013,9771,9668,9873,10011,9760,9666,9862,10000,9755,9661,9860,9986,9744,9650,9842,
2731,10014,9771,9674,9875,10010,9766,9671,9870,10003,9758,9664,9862,9997,9744,9654,9849,9993,9742,9651,9840,
2752,10019,9770,9677,9878,10012,9766,9671,9869,10009,9759,9663,9863,10001,9748,9656,9852,9988,9738,9647,9844,
2774,10021,9769,9673,9873,10016,9767,9673,9871,10006,9757,9665,9863,9998,9757,9655,9854,9991,9744,9646,9845,
2794,10021,9769,9676,9872,10015,9764,9670,9868,10010,9759,9663,9866,9996,9747,9652,9857,9987,9740,9647,9846,
2816,10016,9765,9677,9876,10011,9762,9671,9868,10003,9756,9662,9866,9993,9749,9656,9852,9988,9740,9647,9843,
2836,10019,9773,9675,9876,10012,9764,9670,9869,10002,9760,9660,9865,9997,9752,9658,9856,9990,9744,9646,9846,
2857,10020,9769,9675,9881,10010,9763,9668,9868,10001,9756,9665,9861,10001,9748,9652,9852,9992,9738,9647,9844,
2878,10024,9772,9675,9879,10008,9760,9667,9867,10005,9757,9665,9863,9990,9748,9655,9852,9990,9740,9646,9845,
2899,10018,9773,9676,9876,10006,9763,9670,9869,10004,9758,9661,9867,9997,9749,9653,9854,9990,9739,9649,9844,
2920,10017,9766,9676,9879,10010,9760,9667,9873,10003,9756,9666,9863,9998,9752,9656,9850,9993,9743,9651,9846,
2941,10019,9771,9677,9878,10008,9762,9672,9867,10005,9759,9666,9862,9994,9752,9655,9853,9989,9743,9651,9846,
2963,10021,9773,9678,9878,10013,9765,9673,9872,10005,9758,9662,9860,9997,9750,9661,9859,9984,9739,9649,9846,
2983,10015,9770,9677,9877,10009,9760,9673,9866,10007,9754,9660,9859,9996,9749,9653,9855,9988,9742,9647,9844,
3005,10021,9775,9680,9878,10010,9759,9668,9865,10006,9757,9660,9865,10003,9753,9662,9857,9993,9741,9648,9844,
3025,10020,9769,9680,9877,10016,9763,9675,9870,10010,9757,9668,9863,9997,9752,9656,9855,9989,9740,9648,9846,
3047,10019,9766,9672,9876,10013,9759,9668,9869,10010,9755,9664,9865,10001,9753,9658,9855,9990,9741,9649,9845,
3067,10023,9770,9676,9875,10014,9763,9673,9872,10008,9757,9663,9863,9995,9752,9660,9856,9988,9736,9652,9844,
3089,10021,9774,9677,9879,10011,9763,9674,9871,10007,9756,9668,9867,9997,9755,9660,9853,9993,9742,9652,9843,
3109,10021,9771,9678,9879,10011,9765,9674,9871,10005,9760,9668,9862,9994,9755,9655,9853,9989,9737,9652,9844,
3131,10013,9767,9674,9877,10012,9765,9674,9872,10005,9760,9664,9861,9999,9752,9659,9857,9986,9742,9645,9846,
3152,10018,9772,9675,9878,10010,9763,9674,9872,10001,9757,9662,9860,9997,9753,9660,9852,9994,9744,9653,9842,
3173,10019,9767,9679,9876,10011,9760,9674,9868,10003,9756,9663,9861,9996,9752,9655,9854,9988,9738,9646,9845,
3194,10021,9775,9679,9880,10008,9760,9669,9869,10002,9757,9663,9863,9998,9749,9656,9855,9991,9737,9646,9841,
3215,10022,9772,9679,9880,10012,9760,9671,9868,10008,9757,9665,9862,9997,9752,9652,9851,9992,9744,9647,9845,
3236,10022,9771,9676,9878,10013,9765,9669,9867,10011,9758,9667,9865,10002,9751,9655,9857,9991,9741,9647,9844,
3257,10021,9770,9676,9875,10011,9764,9673,9867,10011,9759,9665,9863,9997,9752,9660,9855,9986,9742,9651,9843,
3278,10016,9770,9676,9874,10008,9763,9673,9868,10002,9760,9659,9864,9996,9752,9656,9853,9990,9743,9648,9842,
3299,10020,9775,9677,9876,10016,9762,9670,9872,10003,9761,9666,9864,9997,9749,9661,9852,9990,9740,9651,9842,
3320,10021,9773,9676,9880,10016,9763,9668,9871,10004,9754,9661,9860,9996,9755,9659,9858,9984,9742,9647,9845,
3341,10020,9771,9677,9877,10012,9763,9666,9868,10005,9758,9662,9863,9990,9754,9652,9852,9986,9738,9650,9843,
3362,10014,9773,9674,9879,10008,9763,9671,9870,10000,9760,9661,9863,9996,9753,9657,9855,9984,9739,9646,9841,
3384,10017,9766,9676,9875,10009,9761,9670,9870,10002,9753,9664,9870,9998,9751,9656,9857,9991,9740,9649,9844,
3404,10016,9776,9673,9880,10011,9767,9671,9875,10008,9761,9666,9864,10000,9752,9663,9858,9993,9735,9649,9843,
3426,10019,9769,9676,9878,10014,9761,9673,9869,10008,9755,9662,9863,10003,9750,9655,9855,9990,9739,9651,9842,
3446,10018,9767,9676,9874,10013,9764,9671,9866,10003,9760,9662,9865,9996,9747,9653,9856,9987,9741,9644,9846,
3468,10020,9770,9677,9880,10016,9763,9671,9874,10002,9760,9661,9865,10005,9752,9658,9857,9987,9738,9645,9846,
3488,10018,9768,9676,9877,10013,9759,9673,9869,10010,9757,9663,9862,9998,9752,9657,9855,9992,9741,9646,9844,
3510,10022,9774,9675,9880,10014,9758,9668,9868,10008,9754,9661,9863,9995,9749,9653,9849,9987,9739,9649,9845,
3530,10015,9770,9676,9877,10008,9757,9670,9867,10001,9756,9661,9858,10000,9748,9652,9850,9991,9742,9646,9844,
3552,10018,9776,9678,9876,10012,9765,9671,9867,10005,9758,9663,9862,9993,9746,9653,9852,9985,9737,9645,9843,
3573,10020,9775,9677,9880,10011,9761,9669,9872,10009,9753,9662,9864,10000,9752,9655,9856,9990,9740,9645,9845,
3594,10018,9772,9674,9878,10010,9762,9671,9872,10008,9754,9660,9865,9995,9750,9660,9853,9989,9737,9648,9847,
3615,10015,9769,9680,9879,10010,9763,9672,9872,10005,9757,9669,9867,9996,9748,9654,9854,9988,9740,9649,9844,
3636,10020,9770,9678,9880,10013,9760,9676,9874,10006,9755,9666,9863,9998,9750,9653,9854,9993,9742,9648,9844,
3657,10024,9769,9680,9879,10013,9765,9668,9868,10008,9758,9662,9861,9995,9746,9655,9853,9988,9738,9645,9842,
3678,10018,9768,9679,9877,10014,9762,9671,9869,10005,9756,9664,9859,10000,9752,9657,9851,9990,9738,9648,9843,
3699,10016,9769,9679,9875,10008,9763,9674,9865,10007,9755,9664,9861,9995,9750,9656,9851,9990,9740,9644,9847,
3720,10027,9771,9674,9878,10014,9764,9670,9873,10010,9759,9665,9863,10003,9752,9661,9855,9993,9738,9646,9845,
3741,10023,9770,9671,9876,10014,9762,9670,9872,10012,9755,9662,9860,9998,9748,9657,9855,9991,9737,9647,9843,
3763,10018,9767,9676,9877,10013,9758,9666,9869,10005,9754,9662,9866,9995,9751,9659,9858,9987,9740,9650,9847,
3783,10016,9767,9677,9877,10013,9762,9674,9869,10006,9757,9663,9867,9997,9750,9653,9856,9992,9737,9646,9851,
3805,10019,9770,9679,9880,10011,9763,9667,9872,10009,9758,9663,9867,9998,9751,9659,9859,9988,9739,9650,9842,
3825,10020,9771,9681,9880,10010,9763,9670,9872,10005,9755,9665,9861,9998,9749,9658,9853,9993,9741,9650,9845,
3847,10018,9771,9675,9878,10014,9760,9669,9864,10010,9756,9662,9861,9996,9752,9653,9849,9987,9740,9649,9844,
3867,10020,9769,9677,9881,10014,9760,9665,9866,10005,9756,9664,9868,9998,9748,9658,9854,9991,9743,9646,9847,
3889,10022,9774,9678,9882,10014,9766,9671,9873,10004,9757,9664,9860,10003,9752,9655,9860,9996,9738,9646,9843,
3909,10022,9768,9677,9874,10017,9764,9668,9868,10008,9754,9663,9861,9998,9755,9654,9857,9987,9740,9642,9846,
3931,10019,9769,9676,9878,10013,9763,9672,9870,10003,9758,9663,9864,10003,9753,9660,9856,9996,9743,9648,9848,
3952,10020,9776,9678,9875,10011,9764,9672,9869,10013,9760,9666,9863,9999,9752,9653,9854,9991,9744,9648,9846,
3973,10022,9772,9677,9884,10010,9765,9667,9870,10005,9761,9662,9862,9994,9746,9654,9851,9992,9740,9650,9844,
3994,10019,9769,9674,9878,10009,9760,9670,9869,10006,9758,9662,9864,9998,9753,9657,9856,9989,9742,9647,9846,
4015,10015,9772,9677,9879,10011,9760,9668,9873,10003,9759,9661,9863,9997,9750,9653,9852,9988,9743,9648,9841,
4036,10020,9774,9677,9876,10015,9767,9670,9870,10015,9757,9666,9867,9998,9753,9659,9853,9990,9743,9648,9845,
4057,10019,9771,9674,9880,10014,9764,9673,9872,10011,9762,9664,9858,10002,9751,9650,9853,9992,9746,9645,9847,
4078,10022,9771,9674,9881,10016,9765,9668,9869,10004,9758,9664,9864,9993,9753,9654,9859,9988,9744,9645,9845,
4099,10014,9773,9673,9875,10008,9765,9666,9870,10000,9760,9661,9863,10000,9748,9659,9854,9994,9741,9647,9849,
4120,10019,9777,9675,9878,10012,9763,9669,9869,10010,9756,9663,9863,10001,9749,9653,9848,9989,9736,9651,9843,
4142,10020,9772,9677,9878,10013,9768,9672,9868,10010,9756,9663,9863,10001,9751,9654,9855,9989,9739,9643,9847,
4162,10023,9767,9675,9876,10013,9762,9669,9872,10011,9758,9659,9865,9996,9753,9653,9854,9990,9737,9648,9842,
4184,10020,9774,9674,9879,10008,9769,9670,9869,10003,9765,9661,9868,9999,9750,9654,9852,9996,9740,9649,9845,
4204,10020,9771,9675,9876,10011,9766,9667,9871,10009,9757,9660,9862,9999,9752,9657,9855,9990,9743,9645,9842,
4226,10023,9776,9677,9878,10009,9763,9672,9869,10006,9756,9662,9866,10002,9750,9656,9857,9993,9740,9647,9846,
4246,10020,9771,9677,9875,10012,9762,9669,9866,10005,9761,9665,9863,9995,9749,9654,9854,9986,9740,9645,9846,
4268,10024,9774,9676,9880,10009,9762,9670,9865,10007,9758,9661,9861,9999,9753,9656,9854,9990,9741,9647,9848,
4288,10021,9773,9678,9876,10013,9766,9670,9867,10008,9759,9661,9862,10002,9753,9657,9855,9992,9745,9647,9846,
4310,10021,9772,9676,9878,10014,9763,9672,9872,10008,9755,9662,9864,9997,9755,9655,9853,9993,9744,9643,9846,
4331,10018,9773,9675,9880,10009,9763,9664,9872,10004,9759,9659,9865,9999,9752,9658,9857,9991,9744,9648,9845,
4352,10025,9773,9677,9880,10013,9762,9665,9866,10011,9758,9657,9866,9997,9751,9653,9854,9989,9737,9649,9848,
4373,10020,9770,9678,9877,10010,9763,9669,9868,10005,9759,9661,9862,9996,9750,9652,9855,9994,9740,9644,9844,
4393,10023,9772,9679,9878,10010,9763,9671,9868,10007,9751,9658,9863,10001,9754,9652,9857,9991,9747,9645,9849,
4415,10021,9775,9678,9878,10011,9766,9668,9867,10010,9758,9658,9861,10000,9754,9655,9852,9986,9741,9645,9842,
4435,10024,9770,9677,9873,10015,9770,9677,9872,10007,9761,9659,9865,9997,9751,9656,9856,9986,9744,9644,9845,
4457,10020,9774,9679,9880,10009,9765,9670,9870,10009,9759,9662,9867,10002,9754,9659,9861,9988,9739,9651,9849,
4477,10020,9770,9671,9878,10015,9761,9670,9874,10006,9759,9660,9866,10003,9754,9659,9859,9990,9742,9650,9844,
4499,10020,9767,9679,9877,10014,9765,9672,9870,10009,9759,9664,9866,9998,9754,9654,9853,9988,9740,9646,9847,
4520,10019,9770,9677,9882,10015,9767,9672,9875,10006,9760,9663,9862,9994,9752,9653,9849,9993,9742,9646,9846,
4541,10021,9771,9678,9880,10011,9761,9668,9866,10006,9761,9663,9867,10000,9752,9654,9855,9989,9741,9645,9845,
4562,10019,9775,9677,9878,10017,9768,9671,9873,10009,9762,9662,9863,9997,9752,9653,9853,9988,9740,9648,9850,
4583,10022,9772,9681,9880,10010,9765,9670,9871,10005,9757,9662,9863,10003,9753,9655,9848,9993,9741,9650,9846,
4604,10023,9774,9677,9880,10013,9766,9670,9868,10013,9763,9665,9863,10001,9755,9654,9854,9991,9742,9644,9843,
4625,10022,9774,9679,9880,10013,9763,9673,9870,10008,9759,9662,9863,9997,9750,9659,9856,9991,9738,9647,9845,
4646,10018,9772,9679,9881,10009,9764,9673,9869,10007,9756,9665,9867,9998,9755,9655,9853,9990,9741,9648,9846,
4667,10018,9773,9679,9880,10014,9768,9672,9873,10007,9757,9661,9866,9997,9755,9658,9858,9990,9739,9648,9849,
4688,10020,9770,9677,9877,10011,9765,9672,9871,10006,9760,9666,9866,9992,9752,9650,9854,9988,9743,9652,9848,
4710,10018,9769,9676,9879,10012,9760,9669,9869,10002,9760,9657,9867,10001,9753,9660,9857,9995,9741,9650,9846,
4730,10016,9772,9674,9881,10009,9763,9672,9875,10005,9762,9664,9861,9993,9751,9653,9850,9987,9744,9652,9845,
4752,10021,9775,9677,9875,10015,9763,9671,9870,10003,9759,9663,9867,9999,9751,9656,9856,9988,9740,9650,9848,
4772,10017,9772,9678,9880,10011,9765,9674,9872,10004,9757,9666,9864,10003,9752,9659,9855,9991,9739,9647,9844,
